Type,Carat,Cut,Color,Clarity,Depth,Table,X,Y,Z,Price,LogPrice
Diamond,0.78,Very Good,E,SI1,59.8,57,5.98,6.02,3.59,3385,8.127109185
Zirconia,2.17,Premium,G,SI2,62.2,62,8.32,8.24,5.15,135.53,4.909193018
Diamond,0.31,Good,I,VS1,63.8,56,4.27,4.32,2.74,489,6.192362489
Zirconia,0.27,Very Good,E,VVS2,59.4,64,4.16,4.19,2.48,6.24,1.830980182
Zirconia,0.24,Ideal,H,IF,62.1,57,4,4.04,2.5,5.54,1.711994501
Zirconia,1.36,Ideal,D,SI2,61.2,57,7.15,7.19,4.39,70.87,4.260847213
Diamond,0.52,Premium,G,SI2,58.8,62,5.31,5.3,3.12,1196,7.086737935
Diamond,0.96,Very Good,D,SI2,60.2,63,6.3,6.36,3.81,3480,8.154787573
Diamond,0.24,Very Good,F,VVS2,62.5,56,3.98,4.02,2.5,478,6.169610732
Zirconia,0.7,Ideal,F,SI1,62.3,56,5.65,5.68,3.53,26.2,3.265759411
Diamond,0.7,Ideal,F,VS2,61.8,57,5.67,5.75,3.53,3011,8.010027528
Diamond,0.51,Good,H,VS2,61.8,65,5.07,5.02,3.12,1128,7.028201432
Diamond,0.59,Very Good,J,VS2,61.9,58,5.35,5.38,3.32,1287,7.160069208
Diamond,1.01,Very Good,F,VS2,61.4,54,6.4,6.47,3.95,5988,8.697512746
Zirconia,1.51,Premium,F,IF,60.5,61,7.5,7.4,4.45,199.12,5.293907658
Diamond,0.24,Ideal,G,VVS1,62,55,4.01,4.03,2.49,559,6.326149473
Zirconia,0.32,Ideal,E,VS2,61.9,55,4.43,4.42,2.74,9.9,2.292534757
Diamond,1.01,Good,E,VVS2,64.3,58,6.34,6.28,4.06,7769,8.957896735
Zirconia,0.31,Very Good,H,VS2,58.9,61,4.43,4.46,2.62,5.03,1.615419984
Diamond,0.5,Very Good,E,VS2,62.7,54,5.07,5.1,3.19,1624,7.392647521
Diamond,0.24,Very Good,F,VVS1,60.6,60,4.03,4.06,2.45,478,6.169610732
Diamond,1.09,Premium,E,VS2,61.6,59,6.62,6.54,4.05,7813,8.963544292
Diamond,0.31,Ideal,F,VVS2,61.9,56,4.32,4.37,2.69,759,6.632001777
Zirconia,0.34,Premium,H,SI1,62.1,59,4.46,4.5,2.78,5.25,1.658228077
Zirconia,0.3,Very Good,D,SI1,60.6,60,4.3,4.32,2.61,6.07,1.803358605
Diamond,1.21,Ideal,H,VVS2,61.1,56,6.85,6.89,4.2,9290,9.136693832
Zirconia,0.29,Good,E,VVS2,62.7,61,4.2,4.22,2.64,6.96,1.940179474
Zirconia,1.01,Very Good,I,SI1,60.9,63,6.51,6.43,3.94,25.55,3.240637317
Zirconia,0.61,Premium,F,SI2,60.9,58,5.44,5.52,3.34,14.33,2.662355242
Diamond,1,Ideal,G,VS1,62.5,54,6.41,6.45,4.02,7223,8.885025658
Diamond,1.21,Good,E,VS2,62.7,61,6.67,6.72,4.2,9176,9.124346659
Diamond,1.51,Fair,G,SI1,65,59,6.99,7.07,4.57,8681,9.068892008
Diamond,0.31,Premium,E,VS1,60,59,4.38,4.42,2.64,734,6.598509029
Zirconia,0.42,Ideal,D,VVS2,62.5,57,4.77,4.8,2.99,14.59,2.680336363
Diamond,1.51,Ideal,H,SI1,61.9,57,7.37,7.32,4.55,8287,9.022443301
Diamond,0.9,Good,G,VS2,60.4,61,6.23,6.32,3.79,4547,8.422222954
Diamond,1.56,Ideal,H,SI1,60.4,59,7.5,7.53,4.54,10642,9.272563715
Diamond,0.7,Premium,F,SI1,62.5,59,5.65,5.67,3.54,2333,7.754910272
Zirconia,1.5,Premium,H,VS2,61.2,61,7.32,7.25,4.46,115.26,4.747190446
Zirconia,0.72,Premium,E,VS2,63,55,5.79,5.61,3.59,30.82,3.42816383
Diamond,0.27,Very Good,D,VS1,63.2,55,4.1,4.16,2.61,470,6.152732695
Zirconia,0.3,Good,G,VS2,63.9,55,4.28,4.27,2.73,7.43,2.005525859
Zirconia,0.44,Very Good,E,SI1,62.9,58,4.85,4.88,3.06,8.91,2.187174241
Diamond,1.55,Premium,J,VS1,61.6,58,7.39,7.42,4.56,7733,8.953252165
Diamond,0.34,Ideal,E,VS1,62.2,55,4.49,4.52,2.8,805,6.690842277
Zirconia,0.39,Very Good,F,VS1,57.1,61,4.86,4.91,2.79,11,2.397895273
Zirconia,1.12,Ideal,I,VS2,61.2,54,6.74,6.77,4.13,59.31,4.082777926
Diamond,0.38,Premium,H,VS1,61.6,58,4.65,4.7,2.88,766,6.64118217
Diamond,0.34,Very Good,F,VVS2,61.9,57,4.48,4.52,2.78,825,6.715383386
Zirconia,1.5,Premium,H,SI1,61.8,60,7.31,7.23,4.49,116.24,4.755657019
Diamond,0.31,Ideal,H,VVS1,62.6,53,4.35,4.41,2.74,687,6.532334292
Zirconia,0.41,Very Good,G,VS1,60.5,57,4.81,4.85,2.92,9.89,2.291524146
Diamond,0.48,Ideal,G,SI1,61.4,56,5.02,5.07,3.1,969,6.876264612
Zirconia,0.52,Good,D,SI1,63.7,55,5.12,5.09,3.25,17.66,2.871302195
Diamond,1.01,Very Good,H,VS2,59.7,64,6.45,6.48,3.86,5911,8.684570301
Zirconia,1.32,Very Good,I,SI2,61.2,58,7.12,7.06,4.34,69.3,4.238444906
Diamond,0.41,Ideal,F,VS2,62.7,56,4.72,4.78,2.98,863,6.760414691
Diamond,1,Very Good,F,VS2,58.7,62,6.51,6.6,3.85,5929,8.687610844
Zirconia,0.71,Ideal,E,SI1,61.3,55,5.72,5.77,3.52,30.71,3.424588334
Diamond,0.39,Ideal,H,VS2,62.3,55,4.67,4.7,2.92,707,6.561030666
Zirconia,0.76,Very Good,E,VS1,62.1,58,5.84,5.89,3.64,37.57,3.62620586
Diamond,1.11,Premium,H,SI2,61.5,59,6.61,6.56,4.05,4212,8.345692873
Diamond,2.12,Ideal,F,SI2,62.3,57,8.19,8.22,5.11,17730,9.783013399
Diamond,1.04,Ideal,G,VVS2,62.5,55,6.53,6.47,4.06,8590,9.058354015
Zirconia,1.47,Very Good,H,SI2,62.6,58,7.17,7.24,4.51,81.82,4.404521713
Zirconia,0.6,Very Good,E,SI2,63.2,60,5.32,5.28,3.35,13.75,2.621038824
Diamond,1.55,Premium,J,SI1,62.5,58,7.36,7.4,4.61,7502,8.922924931
Diamond,1.5,Ideal,G,VS2,63,56,7.32,7.26,4.59,12821,9.458839731
Diamond,0.39,Ideal,G,VVS2,61.9,56,4.68,4.7,2.9,902,6.80461452
Zirconia,0.3,Good,H,VVS2,63.1,60,4.24,4.28,2.69,6.66,1.896119485
Zirconia,0.33,Premium,F,SI1,59.9,61,4.47,4.44,2.67,7.76,2.048982334
Diamond,1.19,Ideal,G,VS1,62.4,54,6.78,6.81,4.24,9918,9.202106567
Diamond,1.05,Good,E,VS1,63.1,59,6.45,6.49,4.08,7826,8.965206803
Zirconia,2.24,Premium,J,SI2,62.157,59,8.37,8.33,5.19,152.1,5.024538199
Diamond,0.31,Premium,G,VS1,61.8,59,4.32,4.35,2.68,625,6.43775165
Zirconia,0.93,Ideal,I,SI2,62.3,57,6.2,6.22,3.87,34.11,3.529590596
Diamond,0.9,Ideal,G,SI1,62.3,58,6.17,6.22,3.86,4452,8.401108712
Diamond,1.82,Ideal,F,SI1,61.8,58,7.8,7.84,4.83,15802,9.667891793
Diamond,0.51,Premium,E,SI1,62.8,61,5.07,5.06,3.18,1443,7.274479559
Zirconia,1.02,Ideal,G,I1,61.5,56,6.49,6.46,3.98,37.2,3.616308761
Diamond,0.31,Ideal,G,VS1,62.4,55,4.33,4.35,2.71,625,6.43775165
Diamond,0.32,Very Good,H,SI2,60.4,59,4.39,4.42,2.66,393,5.973809612
Diamond,0.9,Very Good,G,SI2,59.8,61,6.32,6.28,3.77,3842,8.253748343
Diamond,0.5,Premium,G,VS1,60.7,62,5.1,5.08,3.09,1629,7.395721609
Zirconia,0.7,Ideal,G,VS1,61.7,56,5.64,5.71,3.5,32.69,3.487069221
Zirconia,0.4,Premium,F,VS2,60.7,60,4.8,4.75,2.9,11.88,2.474856314
Zirconia,0.9,Very Good,E,SI1,63.5,55,6.22,6.12,3.92,38.59,3.652993176
Diamond,0.58,Ideal,H,VS2,62.4,58,5.3,5.34,3.32,1600,7.377758908
Diamond,0.26,Ideal,E,VS1,61.8,55,4.09,4.13,2.54,452,6.11368218
Diamond,1.02,Premium,H,VS2,61.8,58,6.49,6.43,3.99,5241,8.564267599
Diamond,0.3,Premium,D,VS2,60.6,59,4.36,4.28,2.62,911,6.814542897
Diamond,0.53,Ideal,D,VS2,61.1,56,5.28,5.24,3.21,1825,7.509335266
Diamond,1.01,Ideal,F,I1,62.2,54,6.44,6.42,4,3439,8.14293601
Diamond,1.05,Premium,D,SI2,58.9,58,6.74,6.67,3.95,5134,8.543640361
Zirconia,1.14,Ideal,D,VS1,59.8,57,6.83,6.74,4.06,101.12,4.61630793
Diamond,0.51,Ideal,G,VVS1,62.3,55,5.14,5.1,3.19,2111,7.654917048
Diamond,0.79,Ideal,G,VS1,62,56,5.91,5.94,3.67,3561,8.177796683
Zirconia,1.01,Premium,G,VVS2,61.4,58,6.46,6.51,3.98,75.27,4.321081649
Zirconia,0.35,Ideal,E,SI2,61.7,56,4.55,4.53,2.8,6.93,1.935859813
Diamond,0.39,Ideal,G,VS2,62.5,54,4.67,4.7,2.93,857,6.753437919
Zirconia,1.1,Very Good,H,SI1,62.1,58,6.59,6.61,4.1,47.04,3.850998304
Diamond,0.81,Ideal,F,SI2,62.1,56,5.95,6,3.71,3303,8.102586425
Diamond,0.31,Ideal,F,VS1,62.1,56,4.32,4.35,2.69,680,6.522092798
Diamond,0.24,Ideal,F,VS2,62.2,57,3.96,4.01,2.48,419,6.03787092
Zirconia,0.71,Premium,D,SI1,61.3,58,5.73,5.75,3.52,30.77,3.426540189
Diamond,1.06,Very Good,G,VS2,59.8,58,6.64,6.7,3.99,6818,8.827321453
Diamond,1.35,Ideal,G,VVS2,61.5,55,7.11,7.16,4.39,13230,9.490242257
Diamond,0.3,Premium,H,VS1,61.3,58,4.32,4.29,2.64,675,6.514712691
Diamond,0.38,Ideal,F,VVS2,61.3,56.2,4.69,4.71,2.88,1010,6.91770561
Diamond,0.9,Very Good,G,SI2,59.9,60,6.19,6.23,3.72,3581,8.18339737
Diamond,1.21,Premium,D,SI2,62.2,60,6.83,6.8,4.24,5997,8.699014623
Zirconia,0.55,Premium,E,VS2,61.5,56,5.28,5.25,3.24,20.69,3.029650492
Diamond,1,Good,D,VVS2,60.2,62,6.42,6.46,3.88,8374,9.032886947
Zirconia,1.5,Very Good,G,SI2,63.1,57,7.29,7.25,4.59,102.1,4.625952725
Diamond,0.93,Premium,F,SI1,61.1,59,6.32,6.29,3.85,4182,8.33854488
Diamond,0.36,Premium,F,SI1,60.3,58,4.65,4.6,2.79,770,6.646390515
Diamond,0.46,Ideal,E,VVS1,62.5,53,4.95,5,3.11,1955,7.578145472
Zirconia,1.01,Very Good,H,VS2,63.1,59,6.34,6.3,3.99,57.86,4.0580263
Zirconia,0.31,Very Good,H,VS1,61.5,61,4.31,4.34,2.66,5.98,1.788420568
Zirconia,1.12,Ideal,E,VVS1,61.5,56,6.7,6.76,4.13,158.48,5.065628402
Diamond,1.03,Ideal,F,VVS2,61.9,53,6.52,6.54,4.04,9131,9.119430497
Zirconia,1.01,Ideal,F,VS1,63.2,56,6.35,6.41,4.03,79.3,4.373238129
Zirconia,0.42,Good,G,SI1,63.2,57,4.77,4.79,3.02,8.11,2.093097868
Zirconia,1,Premium,H,SI1,61.8,59,6.4,6.35,3.94,45.65,3.821003607
Zirconia,0.52,Ideal,G,SI1,60.4,57,5.23,5.27,3.17,14.89,2.700689847
Diamond,0.33,Ideal,G,VVS1,61.7,54,4.47,4.48,2.76,868,6.766191715
Diamond,0.39,Ideal,G,VS1,62.6,55,4.69,4.66,2.93,1077,6.981934677
Diamond,1.01,Ideal,F,SI2,60.5,57,6.49,6.53,3.94,4416,8.392989588
Diamond,0.53,Ideal,D,SI1,61.2,57,5.19,5.24,3.19,1587,7.369600721
Diamond,0.42,Ideal,D,VVS2,62,55,4.81,4.84,2.99,1132,7.031741259
Diamond,0.52,Premium,D,VS2,61.8,58,5.2,5.15,3.2,1868,7.532623619
Diamond,1.11,Ideal,E,VS2,62.1,53,6.67,6.69,4.14,8698,9.070848393
Diamond,0.42,Ideal,E,VS1,60.9,57,4.83,4.86,2.95,1372,7.224024808
Zirconia,0.5,Ideal,F,VS1,61.2,56,5.13,5.17,3.15,18.65,2.925846146
Zirconia,0.51,Ideal,E,SI1,61.3,55,5.17,5.11,3.15,17.01,2.833801406
Diamond,3,Premium,I,SI2,60.7,59,9.3,9.14,5.6,16970,9.739202358
Diamond,0.33,Ideal,J,VS1,61.6,54,4.5,4.52,2.78,451,6.11146734
Diamond,1.01,Ideal,G,SI2,60.5,58,6.52,6.48,3.93,4327,8.37262974
Diamond,0.71,Ideal,G,SI1,62.9,57,5.67,5.62,3.55,2352,7.763021309
Diamond,0.32,Very Good,H,VVS2,62.1,58,4.34,4.39,2.71,645,6.469250317
Zirconia,1.53,Premium,G,VS2,61.3,58,7.48,7.4,4.56,134.51,4.901638546
Diamond,0.93,Premium,D,SI2,62,56,6.27,6.22,3.87,4692,8.45361421
Zirconia,1.1,Very Good,I,SI1,62.7,58,6.54,6.58,4.11,47.92,3.869532954
Diamond,1,Premium,H,VS2,61.9,61,6.37,6.23,3.9,4536,8.419800845
Zirconia,0.42,Ideal,I,VVS1,62.5,57,4.8,4.77,2.99,10.4,2.341805806
Zirconia,1.6,Premium,I,SI1,62.1,58,7.51,7.47,4.65,97.37,4.578518155
Diamond,0.56,Ideal,G,VS2,61.7,56,5.3,5.34,3.28,1580,7.365180126
Zirconia,1.57,Premium,J,VS1,61.3,59,7.44,7.47,4.57,94.55,4.549128795
Diamond,1.51,Very Good,F,VS2,63.7,60,7.2,7.24,4.6,13012,9.473627288
Diamond,0.79,Very Good,J,VS2,60.8,56,5.98,6.02,3.65,2300,7.740664402
Diamond,1.45,Very Good,D,VVS2,62,56,7.25,7.32,4.52,17545,9.772524288
Diamond,0.9,Premium,F,VS2,61.9,55,6.25,6.23,3.86,4536,8.419800845
Zirconia,0.33,Ideal,D,VS2,60.857,55,4.47,4.5,2.73,8.59,2.150598736
Zirconia,0.3,Good,G,VVS1,63.1,58,4.28,4.31,2.71,8.68,2.161021529
Diamond,0.39,Ideal,G,SI1,61,55,4.75,4.82,2.92,675,6.514712691
Diamond,0.3,Ideal,H,VS1,62.4,55,4.32,4.34,2.7,545,6.300785795
Diamond,1.07,Ideal,I,SI1,61.7,56.1,6.57,6.59,4.06,5002,8.517593111
Diamond,0.73,Premium,D,SI1,62.5,59,5.75,5.68,3.57,2579,7.855157006
Diamond,1.02,Premium,G,SI2,62.5,58,6.43,6.4,4.01,4552,8.423321976
Zirconia,0.27,Ideal,F,VVS2,60,62,4.21,4.22,2.53,6.41,1.857859271
Diamond,1.21,Ideal,F,IF,62.8,56,6.75,6.84,4.27,15497,9.648401736
Diamond,0.3,Ideal,H,VS1,62.5,56,4.24,4.27,2.66,526,6.265301213
Diamond,0.32,Very Good,G,VS2,59.9,59,4.46,4.48,2.67,548,6.306275287
Diamond,1.05,Good,D,SI2,60,63,6.59,6.64,3.97,4560,8.425077903
Diamond,2.02,Premium,I,VS2,59.6,60,8.2,8.25,4.9,16709,9.723702775
Diamond,1.2,Very Good,H,VS1,61.8,56,6.82,6.86,4.23,6713,8.811801224
Zirconia,0.5,Good,E,SI2,63.3,56,5.05,5.09,3.21,11.85,2.472327868
Zirconia,0.32,Very Good,G,VS2,62.4,59,4.33,4.36,2.71,6.17,1.819698838
Diamond,0.41,Ideal,F,VVS1,62,55,4.78,4.74,2.95,1356,7.212294469
Zirconia,0.54,Premium,E,VS2,59.2,58,5.35,5.32,3.16,20.32,3.011605623
Diamond,1.35,Ideal,H,SI2,60,57,7.19,7.15,4.3,5670,8.642944397
Diamond,0.72,Premium,J,VS2,61.7,58,5.77,5.67,3.53,2043,7.622174595
Diamond,1.51,Premium,E,SI1,62.8,59,7.3,7.26,4.57,11565,9.355738575
Diamond,0.42,Very Good,H,VVS1,60.9,62,4.8,4.86,2.94,1026,6.933423026
Diamond,2.3,Ideal,I,SI2,61.8,57,8.48,8.45,5.23,16329,9.700697947
Zirconia,0.9,Good,D,SI1,63.2,62,6.06,6.13,3.85,44.75,3.801091445
Diamond,0.52,Ideal,H,SI2,61,55,5.19,5.23,3.18,1054,6.960347729
Diamond,0.7,Premium,G,I1,59.2,61,5.76,5.7,3.39,1115,7.016609684
Diamond,1.01,Premium,D,VS2,61.6,59,6.38,6.32,3.91,6271,8.743691111
Diamond,2,Very Good,D,SI2,60,56,8.16,8.23,4.92,17953,9.795512511
Diamond,0.91,Premium,I,SI1,60.8,59,6.23,6.2,3.78,2475,7.813995675
Diamond,0.43,Ideal,D,SI2,61,57,4.81,4.86,2.95,716,6.573680167
Diamond,0.38,Ideal,I,SI1,61.7,56,4.64,4.67,2.87,610,6.413458957
Zirconia,1,Very Good,G,VVS2,60.3,62,6.41,6.45,3.88,78.79,4.366786085
Diamond,0.31,Good,H,VVS1,63.7,56,4.33,4.3,2.75,786,6.666956792
Diamond,1.09,Premium,H,SI1,61.8,58,6.63,6.58,4.08,4871,8.491054534
Diamond,0.72,Very Good,E,VVS2,62,58,5.71,5.74,3.55,3719,8.221210094
Zirconia,1.55,Very Good,F,VS1,61.6,56,7.38,7.45,4.57,172.24,5.148888853
Diamond,0.7,Premium,F,VS2,60.6,58,5.8,5.72,3.49,2822,7.945201132
Zirconia,0.27,Very Good,E,VVS2,58.6,61,4.27,4.3,2.51,6.33,1.845300236
Diamond,0.5,Very Good,G,SI1,62.2,58,5.03,5.07,3.14,1214,7.101675972
Diamond,0.3,Ideal,G,VVS2,61.1,57,4.32,4.35,2.65,684,6.527957918
Diamond,1,Very Good,E,SI1,63.2,57,6.39,6.36,4.03,5396,8.593413217
Diamond,1.01,Ideal,H,VS2,62.7,56,6.4,6.35,4,5260,8.567886306
Zirconia,0.24,Very Good,G,VS1,61.2,56,4,4.03,2.46,4.3,1.458615023
Zirconia,1.21,Ideal,H,SI1,62,56,6.86,6.81,4.24,65.3,4.178992036
Diamond,2.03,Premium,J,SI1,60.1,58,8.26,8.21,4.95,12492,9.432843718
Zirconia,0.32,Very Good,G,VS2,63.1,57,4.35,4.3,2.73,7.92,2.069391206
Zirconia,0.7,Ideal,F,SI2,62,55,5.69,5.73,3.54,24.85,3.212857753
Diamond,1.51,Very Good,H,VS2,63.1,57,7.24,7.21,4.56,8219,9.014203826
Diamond,0.9,Good,F,SI2,64.3,57,6.06,6.16,3.93,3267,8.091627412
Diamond,0.9,Very Good,F,SI2,63.4,59,6.07,6.11,3.86,3605,8.19007705
Diamond,0.41,Very Good,E,SI2,61.3,57,4.79,4.83,2.95,683,6.52649486
Diamond,0.7,Very Good,F,VS2,62.2,56,5.7,5.74,3.56,2400,7.783224016
Diamond,0.54,Ideal,G,VS1,62.3,55,5.24,5.2,3.25,1847,7.52131798
Diamond,1.01,Premium,F,SI2,62.6,60,6.35,6.37,3.98,4416,8.392989588
Diamond,0.7,Fair,G,I1,67.3,57,5.53,5.38,3.68,956,6.862757913
Diamond,1.04,Good,D,SI1,63.7,58,6.43,6.39,4.08,5708,8.649623979
Diamond,0.74,Ideal,D,SI1,61.8,56,5.84,5.88,3.62,3517,8.165363632
Diamond,1.05,Good,E,SI1,64.2,61,6.33,6.41,4.09,4878,8.492490579
Diamond,1.51,Ideal,J,VS2,61.1,57,7.36,7.3,4.48,8033,8.991313336
Diamond,0.71,Ideal,E,VS1,62.2,57,5.74,5.7,3.56,3081,8.033009499
Diamond,2.56,Premium,J,SI1,61.4,58,8.76,8.73,5.37,17186,9.751850378
Diamond,1.04,Premium,D,SI2,62.4,56,6.5,6.45,4.04,5292,8.573951525
Diamond,1.29,Very Good,D,VVS1,60.8,55,7.03,7.12,4.3,17932,9.794342105
Diamond,0.4,Ideal,F,VS2,62.7,56,4.77,4.73,2.98,1080,6.98471632
Diamond,0.71,Premium,E,SI1,61.1,57,5.73,5.69,3.49,2629,7.874358825
Diamond,0.34,Ideal,E,VS2,62.5,55,4.46,4.5,2.8,745,6.613384218
Diamond,0.43,Premium,G,SI1,60.4,58,4.9,4.87,2.95,968,6.875232087
Diamond,1.07,Ideal,G,SI2,61.7,57,6.55,6.59,4.05,4421,8.394121194
Diamond,1,Premium,F,SI2,58.2,59,6.51,6.49,3.78,4480,8.407378325
Diamond,0.42,Ideal,F,SI1,61.6,56,4.81,4.83,2.97,691,6.538139824
Zirconia,2.54,Very Good,I,SI2,63.4,56,8.68,8.64,5.49,133.05,4.890724997
Diamond,0.33,Ideal,E,VVS1,61.2,56,4.51,4.45,2.74,1052,6.958448393
Diamond,1.18,Ideal,E,SI2,60.8,57,6.89,6.83,4.17,4885,8.493924564
Diamond,0.78,Good,J,SI1,58,62,6.01,6.05,3.5,2035,7.618251098
Diamond,1.51,Ideal,H,SI1,61.9,57,7.4,7.33,4.56,7678,8.946114376
Diamond,1.31,Ideal,G,VS1,61.5,57,7.02,7.06,4.33,9891,9.199380532
Zirconia,0.33,Premium,E,SI1,60.9,58,4.5,4.46,2.73,8.17,2.100468909
Diamond,1.03,Ideal,G,VVS1,62.4,57,6.39,6.47,4.01,8454,9.042394981
Zirconia,1.01,Very Good,G,VS1,61.9,58,6.42,6.5,4,67.67,4.21464295
Zirconia,0.3,Ideal,F,IF,61.9,57,4.29,4.33,2.67,9.75,2.277267285
Diamond,1.54,Premium,H,VS2,62.1,62,7.38,7.31,4.56,11632,9.3615152
Zirconia,1.01,Fair,H,SI2,65.4,59,6.3,6.26,4.11,31.31,3.443937535
Diamond,0.32,Ideal,D,SI1,61.3,55,4.41,4.46,2.72,558,6.324358962
Diamond,1.23,Premium,J,SI1,61.9,54,6.89,6.86,4.26,4649,8.444407422
Diamond,0.4,Premium,G,IF,59.8,58,4.79,4.85,2.88,1333,7.19518732
Diamond,1.03,Ideal,D,VVS2,62,56,6.46,6.55,4.03,9798,9.189933562
Diamond,0.91,Very Good,J,VS2,61.9,59,6.11,6.16,3.8,3478,8.154212695
Diamond,0.57,Ideal,G,VS2,61.8,56,5.35,5.3,3.29,1728,7.454719949
Diamond,0.9,Premium,H,VS2,61.8,58,6.12,6.17,3.8,4155,8.332067707
Zirconia,0.26,Very Good,F,VS2,62.9,59,4.04,4.07,2.55,4.98,1.605429891
Zirconia,0.39,Premium,J,VS2,61.3,60,4.65,4.68,2.86,6.39,1.854734268
Diamond,0.53,Very Good,F,IF,59.6,58,5.28,5.32,3.16,2395,7.78113851
Zirconia,0.34,Ideal,E,VVS1,61,57,4.53,4.55,2.77,10.41,2.342766883
Diamond,1.54,Premium,H,IF,62.5,58,7.33,7.38,4.6,12196,9.408863308
Diamond,1.1,Ideal,H,VS1,61.4,57,6.65,6.64,4.08,6470,8.774931387
Diamond,0.32,Ideal,G,SI1,63,56,4.38,4.35,2.75,612,6.416732283
Diamond,0.56,Very Good,F,VS2,62,56,5.2,5.22,3.23,1614,7.386470849
Diamond,0.51,Premium,D,SI1,62.2,58,5.13,5.06,3.17,1619,7.389563954
Zirconia,1.19,Premium,H,SI2,61.9,58,6.84,6.77,4.21,47.65,3.86388263
Zirconia,0.72,Very Good,G,SI2,60.6,57,5.79,5.86,3.53,23.25,3.146305132
Diamond,1.02,Good,H,SI2,61.4,60,6.44,6.49,3.97,4521,8.416488487
Diamond,1.01,Very Good,D,SI1,62.7,58,6.34,6.38,3.99,4821,8.480736654
Diamond,0.91,Very Good,F,SI2,63,59,6.12,6.17,3.87,3405,8.133000219
Diamond,0.32,Premium,H,VS1,60.2,58,4.43,4.47,2.68,561,6.329720906
Zirconia,1.01,Ideal,F,VS1,62,57,6.46,6.42,3.99,86.76,4.463145686
Diamond,1.6,Ideal,I,SI1,62.4,53.5,7.45,7.5,4.66,9407,9.149209372
Diamond,0.5,Ideal,E,VS2,62,56,5.1,5.06,3.15,1676,7.424165281
Zirconia,0.4,Ideal,I,VVS2,61.6,56,4.75,4.76,2.93,8.47,2.136530509
Diamond,0.7,Very Good,G,VVS2,60,60,5.78,5.85,3.49,3235,8.081784207
Diamond,0.46,Ideal,I,VVS1,61.7,57,4.96,4.99,3.07,974,6.881411304
Diamond,0.83,Premium,F,VS2,60.2,60,6.04,6.09,3.65,3557,8.176672772
Zirconia,0.33,Ideal,F,SI2,62.3,55,4.44,4.49,2.78,4.95,1.599387577
Diamond,1.3,Ideal,H,VS1,61.3,59,6.97,7.03,4.29,8915,9.09549053
Diamond,0.31,Good,G,VS1,63.3,57,4.28,4.31,2.72,583,6.368187186
Diamond,0.71,Premium,D,VS1,59.2,59,5.9,5.85,3.48,3718,8.220941168
Diamond,0.52,Ideal,G,VS1,62.7,56,5.16,5.14,3.23,1815,7.503840747
Zirconia,1,Premium,D,SI1,59.2,62,6.54,6.49,3.86,62.95,4.14234076
Diamond,0.35,Ideal,E,VVS1,60.7,57,4.53,4.57,2.76,1044,6.950814768
Zirconia,0.71,Premium,H,SI1,62.9,58,5.66,5.62,3.55,26,3.258096538
Diamond,0.67,Good,G,VS2,57.5,60.1,5.78,5.83,3.34,2131,7.664346632
Zirconia,0.3,Ideal,G,VVS1,61.5,55,4.33,4.35,2.67,8.4,2.128231706
Diamond,0.31,Ideal,D,VS2,61.5,56,4.35,4.37,2.68,734,6.598509029
Zirconia,0.57,Ideal,G,VS1,61.3,56,5.36,5.34,3.28,21.44,3.065258336
Diamond,0.56,Ideal,E,SI1,62.7,57,5.23,5.27,3.29,1580,7.365180126
Diamond,1.4,Ideal,G,VS2,62.1,55,7.12,7.05,4.4,10427,9.252153875
Diamond,0.75,Ideal,G,SI1,61.8,55,5.81,5.84,3.6,3171,8.061802275
Diamond,1.02,Very Good,E,VS2,60.3,60,6.58,6.48,3.94,6103,8.716535733
Diamond,0.91,Good,I,SI1,64.2,59,5.98,6.05,3.86,2676,7.892078421
Diamond,1.01,Ideal,F,VVS2,61,57,6.46,6.52,3.96,8532,9.05157908
Diamond,0.44,Premium,E,VVS2,60,59,4.99,4.95,2.98,1334,7.195937226
Diamond,0.8,Very Good,H,VS1,61.7,62,5.89,5.94,3.65,3209,8.073714641
Zirconia,0.3,Premium,D,SI1,62.2,58,4.31,4.28,2.67,7.8,2.054123734
Diamond,0.41,Very Good,D,VS1,62.9,57,4.73,4.75,2.98,1151,7.048386409
Zirconia,0.61,Premium,G,VS1,62.7,57,5.43,5.36,3.38,24.11,3.182626692
Zirconia,1.82,Very Good,J,VS1,62.2,56,7.83,7.96,4.91,110.99,4.709440107
Zirconia,0.9,Premium,E,SI1,60.7,61,6.19,6.17,3.75,39.88,3.685874945
Zirconia,0.33,Very Good,F,VS2,61.2,58,4.45,4.5,2.74,7.33,1.991975516
Diamond,0.3,Very Good,E,VVS2,63.2,56,4.23,4.28,2.69,622,6.432940093
Zirconia,1.02,Fair,H,I1,61.5,60,6.4,6.34,3.92,32.99,3.496204485
Diamond,0.7,Ideal,D,VS2,62.4,57,5.68,5.61,3.52,2867,7.961021466
Diamond,0.3,Premium,H,VVS1,62.3,58,4.32,4.29,2.68,878,6.777646594
Zirconia,0.36,Good,H,VS2,63.7,55,4.49,4.52,2.87,6.25,1.832581464
Diamond,1.7,Premium,G,SI1,62.1,57,7.61,7.55,4.71,13417,9.504277839
Diamond,1.03,Ideal,F,SI1,62,56,6.47,6.5,4.02,5974,8.695171999
Zirconia,2.52,Ideal,I,SI1,61.5,56,8.76,8.69,5.37,189.54,5.244600084
